11: [("Р", 1.0000), ("Қ", 0.8169), ("В", 0.7175), ("У", 0.7082), ("Б", 0.7079), ("Ө", 0.7075), ("К", 0.7009), ("Ч", 0.6935), ("О", 0.6932), ("Е", 0.6838), ("Ғ", 0.6804), ("Ф", 0.6794), ("Ё", 0.6738), ("Ұ", 0.6736), ("С", 0.6716), ("Э", 0.6500), ("Ъ", 0.6432), ("Ә", 0.6419), ("Ү", 0.6406), ("Н", 0.6404), ("И", 0.6356), ("Ь", 0.6254), ("Я", 0.6198), ("Х", 0.6179), ("П", 0.6155), ("Г", 0.6099), ("Ц", 0.6050), ("Д", 0.6014), ("Ж", 0.5963), ("Һ", 0.5948), ("Т", 0.5918), ("Ю", 0.5912), ("М", 0.5865), ("Л", 0.5859), ("Ң", 0.5840), ("Й", 0.5833), ("З", 0.5660), ("Ы", 0.5641), ("А", 0.5487), ("Ш", 0.5370), ("Щ", 0.5328), ("І", 0.5038)]
12: [("А", 0.7965), ("Ә", 0.7074), ("Ь", 0.7027), ("Э", 0.6993), ("Ё", 0.6941), ("Ъ", 0.6903), ("Һ", 0.6871), ("Ф", 0.6679), ("Ө", 0.6578), ("Я", 0.6553), ("Б", 0.6545), ("О", 0.6488), ("В", 0.6304), ("Қ", 0.6186), ("З", 0.6185), ("Л", 0.6175), ("Д", 0.6174), ("К", 0.6097), ("Р", 0.5940), ("Й", 0.5895), ("Е", 0.5849), ("Ұ", 0.5810), ("Ж", 0.5793), ("И", 0.5756), ("Н", 0.5745), ("М", 0.5689), ("Ч", 0.5676), ("Ы", 0.5537), ("С", 0.5496), ("Х", 0.5455), ("Ү", 0.5450), ("П", 0.5373), ("Ю", 0.5243), ("У", 0.5190), ("І", 0.5138), ("Ғ", 0.5136), ("Ц", 0.5083), ("Т", 0.5071), ("Ш", 0.4962), ("Ң", 0.4928), ("Г", 0.4829), ("Щ", 0.4531)]
13: [("Н", 1.0000), ("И", 0.9782), ("М", 0.8484), ("П", 0.8252), ("Ы", 0.7949), ("Ю", 0.7871), ("В", 0.7746), ("О", 0.7726), ("Й", 0.7182), ("Ө", 0.7049), ("Ш", 0.7036), ("Д", 0.6960), ("Е", 0.6948), ("Ё", 0.6913), ("Қ", 0.6884), ("Ә", 0.6827), ("Б", 0.6768), ("Ц", 0.6654), ("Э", 0.6464), ("Р", 0.6404), ("К", 0.6304), ("С", 0.6285), ("Ч", 0.6241), ("Ң", 0.6238), ("Һ", 0.6155), ("Ф", 0.6138), ("Я", 0.6088), ("Х", 0.6045), ("Л", 0.5968), ("Ъ", 0.5964), ("Ь", 0.5963), ("Щ", 0.5850), ("Ж", 0.5748), ("З", 0.5553), ("Ұ", 0.5308), ("А", 0.5253), ("У", 0.5240), ("Ғ", 0.5216), ("Ү", 0.5156), ("Г", 0.4948), ("Т", 0.4860), ("І", 0.4618)]
14: [("Ц", 1.0000), ("Ң", 0.8946), ("Щ", 0.7000), ("Ө", 0.6822), ("Н", 0.6654), ("О", 0.6602), ("И", 0.6563), ("М", 0.6501), ("Ю", 0.6460), ("Ч", 0.6403), ("Ә", 0.6342), ("П", 0.6162), ("Ы", 0.6122), ("Қ", 0.6103), ("Р", 0.6050), ("В", 0.6013), ("Й", 0.6009), ("Ф", 0.5733), ("Э", 0.5637), ("Ш", 0.5626), ("Ё", 0.5612), ("Д", 0.5581), ("Б", 0.5438), ("Е", 0.5434), ("С", 0.5293), ("Я", 0.5259), ("К", 0.5201), ("У", 0.5174), ("Һ", 0.5128), ("Ь", 0.5075), ("Ъ", 0.5056), ("Л", 0.5017), ("З", 0.4983), ("Х", 0.4962), ("Ұ", 0.4919), ("Ж", 0.4829), ("Ғ", 0.4796), ("Ү", 0.4710), ("А", 0.4598), ("Г", 0.4454), ("Т", 0.4449), ("І", 0.4017)]
15: [("Р", 0.7999), ("У", 0.7867), ("Ч", 0.6940), ("Қ", 0.6797), ("С", 0.6692), ("Ұ", 0.6624), ("Ғ", 0.6559), ("Ү", 0.6556), ("О", 0.6375), ("Е", 0.6306), ("Ө", 0.6300), ("Э", 0.6281), ("В", 0.6254), ("Б", 0.6244), ("К", 0.6207), ("Т", 0.6103), ("Г", 0.6075), ("Х", 0.6010), ("Ф", 0.6002), ("Ъ", 0.5987), ("Ё", 0.5892), ("Ә", 0.5819), ("Н", 0.5807), ("Я", 0.5802), ("Д", 0.5787), ("И", 0.5766), ("П", 0.5758), ("З", 0.5750), ("Ц", 0.5711), ("Л", 0.5670), ("Ь", 0.5563), ("Ң", 0.5532), ("Ж", 0.5400), ("М", 0.5328), ("Һ", 0.5305), ("Ю", 0.5295), ("Й", 0.5170), ("А", 0.5122), ("І", 0.5120), ("Ы", 0.5099), ("Щ", 0.4958), ("Ш", 0.4901)]
16: [("З", 1.0000), ("Э", 0.7699), ("Л", 0.7351), ("Д", 0.7028), ("Я", 0.6701), ("Ъ", 0.6540), ("Ч", 0.6291), ("О", 0.6100), ("Х", 0.6098), ("Ү", 0.5892), ("І", 0.5888), ("Ұ", 0.5872), ("Ә", 0.5823), ("Е", 0.5780), ("А", 0.5779), ("Б", 0.5768), ("С", 0.5754), ("Ө", 0.5751), ("В", 0.5726), ("Р", 0.5660), ("Ф", 0.5602), ("Ё", 0.5602), ("И", 0.5558), ("Т", 0.5558), ("Н", 0.5553), ("П", 0.5550), ("У", 0.5503), ("Қ", 0.5481), ("К", 0.5443), ("М", 0.5355), ("Ж", 0.5330), ("Ь", 0.5267), ("Һ", 0.5181), ("Й", 0.5131), ("Ы", 0.5098), ("Ц", 0.4983), ("Ю", 0.4896), ("Ғ", 0.4861), ("Ш", 0.4860), ("Ң", 0.4814), ("Г", 0.4755), ("Щ", 0.4390)]
17: [("О", 1.0000), ("Ө", 0.7894), ("Ә", 0.7771), ("Н", 0.7726), ("И", 0.7687), ("В", 0.7560), ("Э", 0.7310), ("М", 0.7223), ("Ё", 0.7179), ("Д", 0.7178), ("Қ", 0.7160), ("П", 0.7086), ("Б", 0.6934), ("Р", 0.6932), ("Е", 0.6829), ("Ы", 0.6754), ("Ч", 0.6694), ("Ц", 0.6602), ("Й", 0.6568), ("Ю", 0.6549), ("С", 0.6524), ("Ф", 0.6484), ("Һ", 0.6408), ("К", 0.6363), ("Ь", 0.6323), ("Я", 0.6297), ("Ъ", 0.6292), ("Ң", 0.6202), ("Л", 0.6141), ("З", 0.6100), ("Х", 0.5949), ("Ш", 0.5881), ("А", 0.5702), ("Ұ", 0.5636), ("Ж", 0.5612), ("У", 0.5598), ("Щ", 0.5453), ("Ү", 0.5423), ("Ғ", 0.5389), ("Г", 0.5055), ("Т", 0.5048), ("І", 0.4810)]
18: [("Р", 1.0000), ("Қ", 0.8169), ("В", 0.7175), ("У", 0.7082), ("Б", 0.7079), ("Ө", 0.7075), ("К", 0.7009), ("Ч", 0.6935), ("О", 0.6932), ("Е", 0.6838), ("Ғ", 0.6804), ("Ф", 0.6794), ("Ё", 0.6738), ("Ұ", 0.6736), ("С", 0.6716), ("Э", 0.6500), ("Ъ", 0.6432), ("Ә", 0.6419), ("Ү", 0.6406), ("Н", 0.6404), ("И", 0.6356), ("Ь", 0.6254), ("Я", 0.6198), ("Х", 0.6179), ("П", 0.6155), ("Г", 0.6099), ("Ц", 0.6050), ("Д", 0.6014), ("Ж", 0.5963), ("Һ", 0.5948), ("Т", 0.5918), ("Ю", 0.5912), ("М", 0.5865), ("Л", 0.5859), ("Ң", 0.5840), ("Й", 0.5833), ("З", 0.5660), ("Ы", 0.5641), ("А", 0.5487), ("Ш", 0.5370), ("Щ", 0.5328), ("І", 0.5038)]
19: [("А", 0.7965), ("Ә", 0.7074), ("Ь", 0.7027), ("Э", 0.6993), ("Ё", 0.6941), ("Ъ", 0.6903), ("Һ", 0.6871), ("Ф", 0.6679), ("Ө", 0.6578), ("Я", 0.6553), ("Б", 0.6545), ("О", 0.6488), ("В", 0.6304), ("Қ", 0.6186), ("З", 0.6185), ("Л", 0.6175), ("Д", 0.6174), ("К", 0.6097), ("Р", 0.5940), ("Й", 0.5895), ("Е", 0.5849), ("Ұ", 0.5810), ("Ж", 0.5793), ("И", 0.5756), ("Н", 0.5745), ("М", 0.5689), ("Ч", 0.5676), ("Ы", 0.5537), ("С", 0.5496), ("Х", 0.5455), ("Ү", 0.5450), ("П", 0.5373), ("Ю", 0.5243), ("У", 0.5190), ("І", 0.5138), ("Ғ", 0.5136), ("Ц", 0.5083), ("Т", 0.5071), ("Ш", 0.4962), ("Ң", 0.4928), ("Г", 0.4829), ("Щ", 0.4531)]
20: [("М", 1.0000), ("Ы", 0.8847), ("И", 0.8529), ("Н", 0.8484), ("Ю", 0.7916), ("Й", 0.7627), ("П", 0.7447), ("О", 0.7223), ("Ш", 0.7176), ("В", 0.7126), ("Ә", 0.6844), ("Ө", 0.6829), ("Ё", 0.6672), ("Д", 0.6660), ("Ц", 0.6501), ("Қ", 0.6371), ("Б", 0.6327), ("Е", 0.6317), ("Э", 0.6186), ("Ң", 0.6148), ("Һ", 0.6113), ("Ф", 0.5994), ("Я", 0.5915), ("К", 0.5885), ("Щ", 0.5878), ("Ч", 0.5868), ("Р", 0.5865), ("Ь", 0.5820), ("Л", 0.5752), ("Ъ", 0.5719), ("С", 0.5703), ("Х", 0.5612), ("Ж", 0.5562), ("З", 0.5355), ("А", 0.5219), ("Ұ", 0.5003), ("У", 0.4859), ("Ғ", 0.4842), ("Ү", 0.4828), ("Г", 0.4593), ("Т", 0.4562), ("І", 0.4405)]
21: [("Д", 1.0000), ("Э", 0.7736), ("Л", 0.7334), ("О", 0.7178), ("П", 0.7072), ("З", 0.7028), ("И", 0.6999), ("Н", 0.6960), ("Е", 0.6856), ("В", 0.6821), ("Я", 0.6755), ("Х", 0.6690), ("М", 0.6660), ("Ъ", 0.6589), ("Б", 0.6561), ("С", 0.6467), ("Ё", 0.6414), ("Ә", 0.6407), ("Ө", 0.6328), ("Ч", 0.6321), ("Ы", 0.6320), ("Қ", 0.6102), ("К", 0.6051), ("Й", 0.6038), ("Р", 0.6014), ("Ю", 0.5941), ("Ш", 0.5936), ("Ф", 0.5839), ("Һ", 0.5812), ("Ь", 0.5731), ("Ж", 0.5729), ("А", 0.5670), ("Ц", 0.5581), ("Ұ", 0.5574), ("Ү", 0.5553), ("І", 0.5389), ("У", 0.5317), ("Ң", 0.5300), ("Т", 0.5234), ("Ғ", 0.5036), ("Г", 0.4914), ("Щ", 0.4884)]
22: [("А", 0.7965), ("Ә", 0.7074), ("Ь", 0.7027), ("Э", 0.6993), ("Ё", 0.6941), ("Ъ", 0.6903), ("Һ", 0.6871), ("Ф", 0.6679), ("Ө", 0.6578), ("Я", 0.6553), ("Б", 0.6545), ("О", 0.6488), ("В", 0.6304), ("Қ", 0.6186), ("З", 0.6185), ("Л", 0.6175), ("Д", 0.6174), ("К", 0.6097), ("Р", 0.5940), ("Й", 0.5895), ("Е", 0.5849), ("Ұ", 0.5810), ("Ж", 0.5793), ("И", 0.5756), ("Н", 0.5745), ("М", 0.5689), ("Ч", 0.5676), ("Ы", 0.5537), ("С", 0.5496), ("Х", 0.5455), ("Ү", 0.5450), ("П", 0.5373), ("Ю", 0.5243), ("У", 0.5190), ("І", 0.5138), ("Ғ", 0.5136), ("Ц", 0.5083), ("Т", 0.5071), ("Ш", 0.4962), ("Ң", 0.4928), ("Г", 0.4829), ("Щ", 0.4531)]
23: [("Р", 1.0000), ("Қ", 0.8169), ("В", 0.7175), ("У", 0.7082), ("Б", 0.7079), ("Ө", 0.7075), ("К", 0.7009), ("Ч", 0.6935), ("О", 0.6932), ("Е", 0.6838), ("Ғ", 0.6804), ("Ф", 0.6794), ("Ё", 0.6738), ("Ұ", 0.6736), ("С", 0.6716), ("Э", 0.6500), ("Ъ", 0.6432), ("Ә", 0.6419), ("Ү", 0.6406), ("Н", 0.6404), ("И", 0.6356), ("Ь", 0.6254), ("Я", 0.6198), ("Х", 0.6179), ("П", 0.6155), ("Г", 0.6099), ("Ц", 0.6050), ("Д", 0.6014), ("Ж", 0.5963), ("Һ", 0.5948), ("Т", 0.5918), ("Ю", 0.5912), ("М", 0.5865), ("Л", 0.5859), ("Ң", 0.5840), ("Й", 0.5833), ("З", 0.5660), ("Ы", 0.5641), ("А", 0.5487), ("Ш", 0.5370), ("Щ", 0.5328), ("І", 0.5038)]
24: [("Ы", 1.0000), ("М", 0.8847), ("Ю", 0.8092), ("И", 0.8021), ("Н", 0.7949), ("Й", 0.7752), ("Ш", 0.7442), ("П", 0.7172), ("В", 0.6969), ("О", 0.6754), ("Ё", 0.6629), ("Ә", 0.6503), ("Ө", 0.6454), ("Д", 0.6320), ("Б", 0.6258), ("Е", 0.6221), ("Қ", 0.6207), ("Һ", 0.6192), ("Ц", 0.6122), ("К", 0.5863), ("Э", 0.5849), ("Ь", 0.5835), ("Ң", 0.5825), ("Ф", 0.5824), ("Щ", 0.5723), ("Я", 0.5710), ("Р", 0.5641), ("Ъ", 0.5576), ("Ж", 0.5572), ("С", 0.5550), ("Л", 0.5549), ("Ч", 0.5507), ("Х", 0.5491), ("А", 0.5152), ("З", 0.5098), ("Ұ", 0.4855), ("Ғ", 0.4780), ("Ү", 0.4689), ("У", 0.4679), ("Г", 0.4548), ("Т", 0.4447), ("І", 0.4321)]
25: [("Н", 1.0000), ("И", 0.9782), ("М", 0.8484), ("П", 0.8252), ("Ы", 0.7949), ("Ю", 0.7871), ("В", 0.7746), ("О", 0.7726), ("Й", 0.7182), ("Ө", 0.7049), ("Ш", 0.7036), ("Д", 0.6960), ("Е", 0.6948), ("Ё", 0.6913), ("Қ", 0.6884), ("Ә", 0.6827), ("Б", 0.6768), ("Ц", 0.6654), ("Э", 0.6464), ("Р", 0.6404), ("К", 0.6304), ("С", 0.6285), ("Ч", 0.6241), ("Ң", 0.6238), ("Һ", 0.6155), ("Ф", 0.6138), ("Я", 0.6088), ("Х", 0.6045), ("Л", 0.5968), ("Ъ", 0.5964), ("Ь", 0.5963), ("Щ", 0.5850), ("Ж", 0.5748), ("З", 0.5553), ("Ұ", 0.5308), ("А", 0.5253), ("У", 0.5240), ("Ғ", 0.5216), ("Ү", 0.5156), ("Г", 0.4948), ("Т", 0.4860), ("І", 0.4618)]
26: [("К", 1.0000), ("Б", 0.8673), ("Е", 0.7717), ("В", 0.7660), ("Қ", 0.7594), ("Ё", 0.7587), ("Ь", 0.7213), ("Ж", 0.7141), ("Ъ", 0.7017), ("Р", 0.7009), ("Ғ", 0.6830), ("Һ", 0.6815), ("Х", 0.6730), ("С", 0.6693), ("Ф", 0.6559), ("Ұ", 0.6444), ("Г", 0.6420), ("Я", 0.6375), ("О", 0.6363), ("И", 0.6316), ("Н", 0.6304), ("Ө", 0.6265), ("Ү", 0.6251), ("Э", 0.6190), ("П", 0.6150), ("Й", 0.6107), ("Л", 0.6105), ("Д", 0.6051), ("Ә", 0.6027), ("Ю", 0.5988), ("А", 0.5975), ("У", 0.5897), ("М", 0.5885), ("Т", 0.5880), ("Ы", 0.5863), ("Ч", 0.5738), ("Ш", 0.5716), ("З", 0.5443), ("І", 0.5420), ("Ц", 0.5201), ("Ң", 0.5008), ("Щ", 0.4830)]
27: [("Ө", 1.0000), ("Ә", 0.8432), ("О", 0.7894), ("Қ", 0.7476), ("Ф", 0.7428), ("В", 0.7264), ("Ё", 0.7163), ("Р", 0.7075), ("Н", 0.7049), ("И", 0.6990), ("Э", 0.6889), ("Ч", 0.6874), ("Й", 0.6873), ("М", 0.6829), ("Ц", 0.6822), ("Б", 0.6713), ("Ң", 0.6569), ("Ю", 0.6467), ("Ы", 0.6454), ("Ь", 0.6436), ("Я", 0.6410), ("Һ", 0.6396), ("Д", 0.6328), ("Ъ", 0.6306), ("П", 0.6278), ("К", 0.6265), ("Е", 0.6221), ("Л", 0.5882), ("Ұ", 0.5839), ("Щ", 0.5837), ("А", 0.5828), ("С", 0.5824), ("З", 0.5751), ("Ж", 0.5751), ("Ш", 0.5711), ("У", 0.5691), ("Х", 0.5573), ("Ү", 0.5435), ("Ғ", 0.5425), ("Т", 0.5041), ("Г", 0.4958), ("І", 0.4615)]
28: [("Б", 1.0000), ("К", 0.8673), ("В", 0.8349), ("Ё", 0.8322), ("Е", 0.7972), ("Қ", 0.7785), ("Ь", 0.7477), ("Ъ", 0.7339), ("Һ", 0.7200), ("Р", 0.7079), ("Ж", 0.7005), ("О", 0.6934), ("Ф", 0.6818), ("С", 0.6796), ("И", 0.6788), ("Х", 0.6776), ("Н", 0.6768), ("Я", 0.6726), ("Ө", 0.6713), ("Э", 0.6705), ("Д", 0.6561), ("Ә", 0.6538), ("П", 0.6504), ("Й", 0.6487), ("Л", 0.6444), ("Ұ", 0.6345), ("М", 0.6327), ("Ғ", 0.6323), ("А", 0.6259), ("Ы", 0.6258), ("Ю", 0.6250), ("Ү", 0.6112), ("Ч", 0.5983), ("Г", 0.5953), ("Ш", 0.5925), ("У", 0.5805), ("З", 0.5768), ("Т", 0.5704), ("Ц", 0.5438), ("І", 0.5406), ("Ң", 0.5211), ("Щ", 0.4956)]
29: [("І", 1.0000), ("Т", 0.6457), ("Ү", 0.6383), ("Х", 0.6268), ("Л", 0.6195), ("Ъ", 0.6074), ("З", 0.5888), ("Ұ", 0.5887), ("Я", 0.5698), ("Э", 0.5534), ("Е", 0.5475), ("Ж", 0.5472), ("С", 0.5440), ("К", 0.5420), ("Б", 0.5406), ("Д", 0.5389), ("Г", 0.5374), ("А", 0.5299), ("У", 0.5258), ("Ғ", 0.5147), ("В", 0.5047), ("Р", 0.5038), ("Ё", 0.4995), ("Ь", 0.4932), ("Ч", 0.4924), ("Қ", 0.4906), ("Ф", 0.4856), ("О", 0.4810), ("Һ", 0.4740), ("П", 0.4736), ("И", 0.4631), ("Н", 0.4618), ("Ө", 0.4615), ("Ә", 0.4583), ("М", 0.4405), ("Й", 0.4396), ("Ш", 0.4349), ("Ы", 0.4321), ("Ю", 0.4256), ("Ц", 0.4017), ("Ң", 0.3900), ("Щ", 0.3724)]
